model,policy,dataset,conflict_name,primary_constraint_met,secondary_constraint_met,none_constraint_met,conflict_recognized
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.4,0.11,0.49,0.01
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.84,0.04,0.12,0.08
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.88,0.02,0.1,0.01
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.6,0.05,0.35,0.0
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.96,0.04,0.0,0.0
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.03,0.6,0.37,0.0
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.04,0.74,0.22,0.01
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions,case_conflict,0.26,0.36,0.38,0.01
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.08,0.67,0.25,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.17,0.43,0.4,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0,0.02
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.18,0.07,0.75,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions,word_length_conflict: 300_50,0.14,0.05,0.81,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_reversed,case_conflict,0.9,0.0,0.1,0.09
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.5,0.29,0.21,0.02
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.9,0.01,0.09,0.04
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_reversed,language_conflict: en_fr,0.93,0.0,0.07,0.13
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.04,0.6,0.36,0.02
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.0,0.73,0.27,0.07
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context,case_conflict,0.75,0.06,0.19,0.2
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.06,0.71,0.23,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.33,0.29,0.38,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,0.99,0.0,0.01,0.01
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.37,0.02,0.61,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.38,0.08,0.54,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.92,0.04,0.04,0.09
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.88,0.03,0.09,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.58,0.04,0.38,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.98,0.02,0.0,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.01,0.63,0.36,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.75,0.24,0.0
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions,case_conflict,0.24,0.34,0.42,0.09
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.05,0.79,0.16,0.0
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.15,0.41,0.44,0.0
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0,0.02
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.27,0.09,0.64,0.02
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions,word_length_conflict: 300_50,0.08,0.04,0.88,0.01
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_reversed,case_conflict,0.85,0.0,0.15,0.08
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.34,0.37,0.29,0.01
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.88,0.0,0.12,0.03
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.91,0.02,0.07,0.1
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.05,0.71,0.24,0.01
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.01,0.78,0.21,0.05
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context,case_conflict,0.71,0.06,0.23,0.2
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.03,0.73,0.24,0.0
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.35,0.31,0.34,0.01
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context,language_conflict: en_fr,0.99,0.0,0.01,0.01
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.38,0.03,0.59,0.0
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.4,0.09,0.51,0.01
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.94,0.0,0.06,0.05
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.89,0.02,0.09,0.0
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.61,0.08,0.31,0.0
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.99,0.01,0.0,0.01
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.02,0.64,0.34,0.0
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.78,0.21,0.01
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions,case_conflict,0.15,0.48,0.37,0.11
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.04,0.74,0.22,0.09
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.25,0.19,0.56,0.12
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions,language_conflict: en_fr,0.98,0.0,0.02,0.17
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.08,0.08,0.84,0.14
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions,word_length_conflict: 300_50,0.04,0.12,0.84,0.07
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_reversed,case_conflict,0.9,0.0,0.1,0.09
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.27,0.38,0.35,0.15
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.88,0.01,0.11,0.16
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_reversed,language_conflict: en_fr,0.93,0.02,0.05,0.15
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.02,0.7,0.28,0.15
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.01,0.9,0.09,0.25
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context,case_conflict,0.7,0.06,0.24,0.17
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.05,0.78,0.17,0.01
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.32,0.24,0.44,0.02
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0,0.01
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.4,0.03,0.57,0.05
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.38,0.1,0.52,0.03
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.78,0.05,0.17,0.16
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.86,0.03,0.11,0.02
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.58,0.08,0.34,0.04
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.99,0.01,0.0,0.03
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.02,0.71,0.27,0.01
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.03,0.83,0.14,0.01
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions,case_conflict,0.0,0.84,0.16,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.06,0.73,0.21,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.49,0.12,0.39,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions,language_conflict: en_fr,0.0,1.0,0.0,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions,num_sentence_conflict: 10_5,0.11,0.12,0.77,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions,word_length_conflict: 300_50,0.0,0.92,0.08,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_reversed,case_conflict,0.24,0.23,0.53,0.01
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.13,0.57,0.3,0.01
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.43,0.33,0.24,0.01
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_reversed,language_conflict: en_fr,0.26,0.52,0.22,0.79
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.07,0.18,0.75,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_reversed,word_length_conflict: 300_50,0.19,0.0,0.81,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context,case_conflict,0.08,0.61,0.31,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.18,0.46,0.36,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.88,0.07,0.05,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context,language_conflict: en_fr,0.47,0.49,0.04,0.16
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.39,0.05,0.56,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.07,0.11,0.82,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context_reversed,case_conflict,0.32,0.3,0.38,0.04
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.34,0.34,0.32,0.01
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.23,0.47,0.3,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.39,0.6,0.01,0.05
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.04,0.57,0.39,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.06,0.93,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions,case_conflict,0.0,0.78,0.22,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.01,0.92,0.07,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.14,0.57,0.29,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions,language_conflict: en_fr,0.0,1.0,0.0,0.01
qwen2.5-7b-instruct,basic_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.0,0.71,0.29,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions,word_length_conflict: 300_50,0.0,0.94,0.06,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_reversed,case_conflict,0.04,0.51,0.45,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.13,0.53,0.34,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.59,0.2,0.21,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_reversed,language_conflict: en_fr,0.0,1.0,0.0,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.03,0.14,0.83,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.27,0.0,0.73,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context,case_conflict,0.0,0.92,0.08,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.0,0.73,0.27,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.45,0.19,0.36,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context,language_conflict: en_fr,0.06,0.94,0.0,0.01
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.05,0.47,0.48,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.0,0.4,0.6,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.09,0.55,0.36,0.01
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.12,0.65,0.23,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.11,0.74,0.15,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.18,0.82,0.0,0.03
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.0,0.76,0.24,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.02,0.97,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions,case_conflict,0.68,0.0,0.32,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.9,0.0,0.1,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.94,0.01,0.05,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions,num_sentence_conflict: 10_5,0.95,0.0,0.05,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions,word_length_conflict: 300_50,0.94,0.0,0.06,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_reversed,case_conflict,0.31,0.0,0.69,0.01
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.9,0.0,0.1,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.83,0.01,0.16,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_reversed,language_conflict: en_fr,1.0,0.0,0.0,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.92,0.01,0.07,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_reversed,word_length_conflict: 300_50,1.0,0.0,0.0,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context,case_conflict,0.64,0.0,0.36,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.9,0.01,0.09,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.96,0.0,0.04,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.95,0.01,0.04,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.98,0.0,0.02,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context_reversed,case_conflict,0.85,0.0,0.15,0.01
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.82,0.02,0.16,0.01
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.49,0.05,0.46,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.99,0.0,0.01,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.65,0.05,0.3,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.67,0.0,0.33,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions,case_conflict,0.0,0.8,0.2,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.02,0.87,0.11,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.15,0.46,0.39,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions,language_conflict: en_fr,0.0,1.0,0.0,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.01,0.71,0.28,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions,word_length_conflict: 300_50,0.0,0.93,0.07,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_reversed,case_conflict,0.11,0.46,0.43,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.18,0.56,0.26,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.29,0.35,0.36,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_reversed,language_conflict: en_fr,0.05,0.95,0.0,0.06
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.02,0.19,0.79,0.01
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.58,0.0,0.42,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context,case_conflict,0.0,0.93,0.07,0.03
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.01,0.76,0.23,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.47,0.21,0.32,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context,language_conflict: en_fr,0.11,0.89,0.0,0.01
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.08,0.47,0.45,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.0,0.36,0.64,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.09,0.52,0.39,0.02
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.08,0.65,0.27,0.01
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.08,0.8,0.12,0.01
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.12,0.88,0.0,0.01
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.0,0.77,0.23,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.0,1.0,0.0
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions,case_conflict,0.31,0.33,0.36,0.38
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.13,0.59,0.28,0.02
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.89,0.0,0.11,0.01
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions,language_conflict: en_fr,0.41,0.54,0.05,0.29
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.2,0.09,0.71,0.07
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions,word_length_conflict: 300_50,0.0,0.39,0.61,0.14
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_reversed,case_conflict,0.69,0.02,0.29,0.33
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.26,0.37,0.37,0.05
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.49,0.3,0.21,0.0
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.59,0.16,0.25,0.91
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.31,0.03,0.66,0.05
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.36,0.0,0.64,0.16
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_rich_context,case_conflict,0.07,0.64,0.29,0.06
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.15,0.54,0.31,0.0
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.92,0.0,0.08,0.0
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_rich_context,language_conflict: en_fr,0.9,0.1,0.0,0.01
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.7,0.03,0.27,0.0
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.3,0.0,0.7,0.0
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.19,0.47,0.34,0.05
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.28,0.42,0.3,0.01
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.2,0.57,0.23,0.0
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.86,0.13,0.01,0.15
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.2,0.2,0.6,0.0
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.05,0.3,0.65,0.0
qwen2.5-7b-instruct,marked_system_detailed,conflicting_instructions,case_conflict,0.22,0.47,0.31,0.19
qwen2.5-7b-instruct,marked_system_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.13,0.61,0.26,0.05
qwen2.5-7b-instruct,marked_system_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.92,0.0,0.08,0.03
qwen2.5-7b-instruct,marked_system_detailed,conflicting_instructions,language_conflict: en_fr,0.01,0.84,0.15,0.28
qwen2.5-7b-instruct,marked_system_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.24,0.05,0.71,0.09
qwen2.5-7b-instruct,marked_system_detailed,conflicting_instructions,word_length_conflict: 300_50,0.11,0.02,0.87,0.19
qwen2.5-7b-instruct,marked_system_detailed,conflicting_instructions_reversed,case_conflict,0.09,0.01,0.9,0.21
qwen2.5-7b-instruct,marked_system_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.16,0.61,0.23,0.06
