model,policy,dataset,conflict_name,primary_constraint_met,secondary_constraint_met,none_constraint_met
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.21,0.44,0.35
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.19,0.07,0.74
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions,word_length_conflict: 300_50,0.0,0.52,0.48
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_reversed,case_conflict,0.98,0.0,0.02
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.96,0.0,0.04
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.95,0.0,0.05
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_reversed,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.06,0.7,0.24
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.02,0.59,0.39
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_rich_context,case_conflict,0.76,0.1,0.14
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.02,0.8,0.18
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.18,0.44,0.38
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_rich_context,language_conflict: en_fr,0.99,0.01,0.0
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.07,0.37,0.56
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.02,0.52,0.46
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.89,0.02,0.09
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.77,0.03,0.2
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.53,0.09,0.38
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.97,0.03,0.0
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.01,0.76,0.23
gpt-4o-mini-2024-07-18,task_specified_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.88,0.12
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions,case_conflict,0.16,0.62,0.22
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.09,0.6,0.31
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.13,0.47,0.4
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.3,0.06,0.64
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions,word_length_conflict: 300_50,0.09,0.05,0.86
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_reversed,case_conflict,0.93,0.0,0.07
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.46,0.26,0.28
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.9,0.0,0.1
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.97,0.03,0.0
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.05,0.63,0.32
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.04,0.73,0.23
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context,case_conflict,0.81,0.06,0.13
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.05,0.71,0.24
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.28,0.27,0.45
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.41,0.04,0.55
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.4,0.12,0.48
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.9,0.04,0.06
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.88,0.02,0.1
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.6,0.05,0.35
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.96,0.04,0.0
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.03,0.6,0.37
gpt-4o-mini-2024-07-18,unmarked_system_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.03,0.75,0.22
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions,case_conflict,0.25,0.36,0.39
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.08,0.67,0.25
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.17,0.43,0.4
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.18,0.07,0.75
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions,word_length_conflict: 300_50,0.14,0.05,0.81
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_reversed,case_conflict,0.95,0.0,0.05
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.51,0.29,0.2
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.89,0.01,0.1
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_reversed,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.04,0.6,0.36
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.01,0.76,0.23
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context,case_conflict,0.78,0.07,0.15
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.06,0.71,0.23
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.33,0.29,0.38
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.37,0.02,0.61
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.38,0.08,0.54
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.91,0.04,0.05
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.88,0.03,0.09
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.58,0.04,0.38
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.98,0.02,0.0
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.01,0.63,0.36
gpt-4o-mini-2024-07-18,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.76,0.23
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions,case_conflict,0.26,0.37,0.37
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.05,0.79,0.16
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.15,0.41,0.44
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.27,0.09,0.64
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions,word_length_conflict: 300_50,0.09,0.04,0.87
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_reversed,case_conflict,0.91,0.0,0.09
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.35,0.37,0.28
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.88,0.0,0.12
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.98,0.02,0.0
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.05,0.71,0.24
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.01,0.8,0.19
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context,case_conflict,0.8,0.06,0.14
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.03,0.73,0.24
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.35,0.31,0.34
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.38,0.03,0.59
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.4,0.1,0.5
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.95,0.0,0.05
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.89,0.02,0.09
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.61,0.08,0.31
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.99,0.01,0.0
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.02,0.64,0.34
gpt-4o-mini-2024-07-18,unmarked_user_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.8,0.19
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions,case_conflict,0.15,0.48,0.37
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.04,0.74,0.22
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.26,0.19,0.55
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.08,0.08,0.84
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions,word_length_conflict: 300_50,0.04,0.12,0.84
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_reversed,case_conflict,0.91,0.0,0.09
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.28,0.38,0.34
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.87,0.01,0.12
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_reversed,language_conflict: en_fr,0.97,0.03,0.0
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.02,0.71,0.27
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.01,0.91,0.08
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context,case_conflict,0.76,0.06,0.18
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.05,0.78,0.17
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.32,0.24,0.44
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.41,0.03,0.56
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.38,0.1,0.52
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.84,0.04,0.12
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.85,0.04,0.11
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.58,0.08,0.34
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.99,0.01,0.0
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.02,0.71,0.27
gpt-4o-mini-2024-07-18,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.85,0.14
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions,case_conflict,0.0,0.84,0.16
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.06,0.73,0.21
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.49,0.12,0.39
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions,language_conflict: en_fr,0.0,1.0,0.0
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions,num_sentence_conflict: 10_5,0.11,0.11,0.78
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions,word_length_conflict: 300_50,0.0,0.92,0.08
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_reversed,case_conflict,0.25,0.24,0.51
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.13,0.58,0.29
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.42,0.33,0.25
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_reversed,language_conflict: en_fr,0.24,0.74,0.02
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.07,0.18,0.75
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_reversed,word_length_conflict: 300_50,0.19,0.0,0.81
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context,case_conflict,0.07,0.61,0.32
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.18,0.46,0.36
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.88,0.06,0.06
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context,language_conflict: en_fr,0.47,0.49,0.04
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.39,0.05,0.56
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.07,0.11,0.82
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context_reversed,case_conflict,0.31,0.3,0.39
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.33,0.35,0.32
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.23,0.47,0.3
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.38,0.6,0.02
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.04,0.57,0.39
qwen2.5-7b-instruct,baseline_all_user,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.06,0.93
qwen2.5-7b-instruct,basic_separation,conflicting_instructions,case_conflict,0.0,0.78,0.22
qwen2.5-7b-instruct,basic_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.01,0.92,0.07
qwen2.5-7b-instruct,basic_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.14,0.57,0.29
qwen2.5-7b-instruct,basic_separation,conflicting_instructions,language_conflict: en_fr,0.0,1.0,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.0,0.71,0.29
qwen2.5-7b-instruct,basic_separation,conflicting_instructions,word_length_conflict: 300_50,0.0,0.94,0.06
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_reversed,case_conflict,0.04,0.52,0.44
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.13,0.53,0.34
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.59,0.2,0.21
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_reversed,language_conflict: en_fr,0.0,1.0,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.03,0.14,0.83
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.27,0.0,0.73
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context,case_conflict,0.0,0.92,0.08
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.0,0.73,0.27
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.45,0.19,0.36
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context,language_conflict: en_fr,0.06,0.94,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.05,0.47,0.48
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.0,0.4,0.6
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.1,0.55,0.35
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.12,0.65,0.23
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.11,0.74,0.15
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.18,0.82,0.0
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.0,0.76,0.24
qwen2.5-7b-instruct,basic_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.02,0.97
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions,case_conflict,0.68,0.0,0.32
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.9,0.0,0.1
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.94,0.01,0.05
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions,num_sentence_conflict: 10_5,0.95,0.0,0.05
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions,word_length_conflict: 300_50,0.94,0.0,0.06
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_reversed,case_conflict,0.31,0.0,0.69
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.9,0.0,0.1
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.83,0.01,0.16
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_reversed,language_conflict: en_fr,1.0,0.0,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.92,0.01,0.07
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_reversed,word_length_conflict: 300_50,1.0,0.0,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context,case_conflict,0.64,0.0,0.36
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.9,0.01,0.09
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.96,0.0,0.04
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.95,0.01,0.04
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.98,0.0,0.02
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context_reversed,case_conflict,0.85,0.0,0.15
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.82,0.02,0.16
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.49,0.05,0.46
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.99,0.0,0.01
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.65,0.05,0.3
qwen2.5-7b-instruct,constraint_following_baseline,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.67,0.0,0.33
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions,case_conflict,0.0,0.79,0.21
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.02,0.87,0.11
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.15,0.46,0.39
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions,language_conflict: en_fr,0.0,1.0,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.01,0.71,0.28
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions,word_length_conflict: 300_50,0.0,0.93,0.07
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_reversed,case_conflict,0.11,0.45,0.44
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.18,0.56,0.26
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.29,0.35,0.36
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_reversed,language_conflict: en_fr,0.04,0.95,0.01
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.02,0.19,0.79
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.58,0.0,0.42
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context,case_conflict,0.0,0.93,0.07
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.01,0.76,0.23
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.47,0.21,0.32
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context,language_conflict: en_fr,0.11,0.89,0.0
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.08,0.48,0.44
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.0,0.36,0.64
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.08,0.51,0.41
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.08,0.65,0.27
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.08,0.8,0.12
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.12,0.87,0.01
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.0,0.77,0.23
qwen2.5-7b-instruct,emphasized_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.0,1.0
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions,case_conflict,0.32,0.41,0.27
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.13,0.59,0.28
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.89,0.0,0.11
qwen2.5-7b-instruct,marked_system_basic,conflicting_instructions,language_conflict: en_fr,0.42,0.52,0.06
